0,1,2,3,4,,Total
0.191297058,0.298439915,0.191297058,0.298439915,0.191297058,,1.170771003
0.188834317,0.295977174,0.188834317,0.295977174,0.188834317,,1.1584573
0.139726715,0.246869572,0.139726715,0.246869572,0.139726715,,0.912919288
0.14201651,0.249159367,0.14201651,0.249159367,0.14201651,,0.924368265
0.242384206,0.31619373,0.701699218,0.488027068,0.179050872,,1.927355094
0.326813749,0.400623273,1.120643118,0.600468305,0.229313749,,2.677862194
0.510262015,0.617404872,1.35886776,0.736236607,0.398595348,,3.621366603
0.599617565,0.706760423,1.451967267,0.726904284,0.497117565,,3.982367105
0.67424338,0.703434533,1.212277948,0.703434533,0.482125009,,3.775515403
0.79324594,0.752260608,0.985747091,0.752260608,0.537617751,,3.821131999
1.027708469,0.970175677,0.870051098,0.970175677,0.721366153,,4.559477074
1.083529653,1.360127069,0.939643618,1.046786475,0.811310285,,5.2413971
0.953906969,1.538521208,0.879678733,0.98682159,0.721345399,,5.080273899
0.45251718,1.288261775,0.45251718,0.573103559,0.32001718,,3.086416874
0,0.749507863,0,0,0,,0.749507863
0,0.774724197,0,0.097926874,0,,0.872651071
0,0.475490085,0,0.081272968,0,,0.556763054
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0.049494287,0,0.049754496,0,,0.099248783
0.205403691,0.754403413,0.434005118,0.754403413,0,,2.148215635
0.809665051,0.999459601,0.739729182,0.846872039,0,,3.395725874
0.881350794,1.093982403,0.865066653,0.972209511,0.155644324,,3.968253684
0.826711518,1.01017028,0.826711518,0.935308454,0.578378184,,4.177279954
0.702107977,0.809250835,0.702107977,0.809250835,0.624607977,,3.647325602
0.699884164,0.807027021,0.699884164,0.807027021,0.656550831,,3.670373202
0.717126628,0.824269485,0.717126628,0.824269485,0.684626628,,3.767418853
0.595166743,0.7023096,0.595166743,0.7023096,0.595166743,,3.190119428
0.229846421,0.336989278,0.229846421,0.336989278,0.229846421,,1.363517818
0.107385257,0.214528114,0.107385257,0.214528114,0.107385257,,0.751212
0.003628886,0.144105076,0.003628886,0.144105076,0.003628886,,0.29909681
0,0.006171399,0,0.006171399,0,,0.012342798
0,0.003951582,0,0.003951582,0,,0.007903165
0,0.011122915,0,0.011122915,0,,0.02224583
0,0.101922459,0,0.101922459,0,,0.203844918
0,0.102654251,0,0.102654251,0,,0.205308501
0,0.157036679,0,0.157036679,0,,0.314073359
0,0.017906705,0,0.017906705,0,,0.03581341
0,0,0.027257924,0,0,,0.027257924
0,0,0.700936276,0.092652104,0,,0.79358838
0,0,0.927794397,0.213946133,0,,1.14174053
0,0,0.880163321,0.173619673,0,,1.053782995
0,0.155277507,0.568027157,0.176923695,0,,0.90022836
0.264055404,0.595256167,0.58038964,0.595256167,0,,2.034957379
0.57541379,0.523326397,0.425304717,0.523326397,0,,2.047371301
0.674450366,0.950126415,0.532059529,0.639202386,0.195075368,,2.990914063
0.653469962,1.15520781,0.592856152,0.69999901,0.395356152,,3.496889086
0.42132412,1.326129152,0.42132412,0.544005146,0.302990787,,3.015773326
0.056987179,1.104638823,0.056987179,0.292328463,0,,1.510941645
0.070372473,1.029911113,0.070372473,0.388671647,0,,1.559327705
0.120505008,0.786063969,0.120505008,0.433813717,0.059047855,,1.519935557
0.128281902,0.23542476,0.128281902,0.23542476,0.127448569,,0.854861893
0,0.055835055,0,0.055835055,0,,0.11167011
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0.554782894,0,0,,0.554782894
0,0,1.136379381,0.236828004,0,,1.373207385
0,0.379462622,0.997044545,0.538755915,0,,1.915263082
0.481550543,0.730606274,0.910000289,0.730606274,0,,2.85276338
0.806875989,0.759050804,0.661936404,0.759050804,0.259056131,,3.245970133
0.836711929,1.097991201,0.706418825,0.813561682,0.540585492,,3.99526913
0.722748674,1.297725972,0.651083048,0.758225906,0.489416382,,3.919199982
0.563550604,1.409519266,0.563550604,0.685270149,0.435217271,,3.657107894
0.692173959,1.599392344,0.692173959,0.908508403,0.575507293,,4.467755959
0.692750808,1.557553286,0.692750808,0.987651928,0.606917475,,4.537624305
0.644770283,1.294915866,0.644770283,0.952392314,0.59893695,,4.135785697
0.457314986,0.564457843,0.457314986,0.564457843,0.456481653,,2.500027312
0.233146216,0.340289074,0.233146216,0.340289074,0.233146216,,1.380016797
0.106728065,0.213870922,0.106728065,0.213870922,0.106728065,,0.74792604
0,0.051400738,0,0.051400738,0,,0.102801476
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0.9492554,0,0,,0.9492554
0,0.129990379,1.293211715,0.573828831,0,,1.997030925
0.047817267,0.563466443,1.06441229,0.563466443,0,,2.239162443
0.655095576,0.6219929,0.849978674,0.6219929,0.050384316,,2.799444366
0.79138057,0.75721805,0.660272406,0.75721805,0.434241859,,3.400330935
0.939773528,1.108719153,0.887399051,0.994541909,0.576565718,,4.50699936
0.831926369,1.336291452,0.77111339,0.878256247,0.57861339,,4.396200848
0.852549099,1.430981914,0.852549099,0.969024918,0.630882432,,4.735987462
0.746855214,1.623208428,0.746855214,0.958996754,0.623521881,,4.699437492
0.684627679,1.591844336,0.684627679,0.990010544,0.604627679,,4.555737919
0.589216858,1.288214671,0.589216858,0.914805978,0.548383525,,3.929837892
0.45211971,0.559262567,0.45211971,0.559262567,0.451286377,,2.474050932
0.27324254,0.380385397,0.27324254,0.380385397,0.27324254,,1.580498415
0.14552384,0.252666698,0.14552384,0.252666698,0.14552384,,0.941904917
0,0.010640305,0,0.010640305,0,,0.021280609
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0.924227236,0.004950196,0,,0.929177432
0,0.058578608,1.149489804,0.50066699,0,,1.708735402
0.003007009,0.599120144,1.035230796,0.599120144,0,,2.236478094
0.828505614,0.860658521,0.93396409,0.860658521,0.024459069,,3.508245814
0.965509567,1.045169894,0.940214722,1.045169894,0.56136037,,4.557424445
0.935427153,1.126202317,0.86423021,0.971373067,0.560896876,,4.458129624
0.879071524,1.406076213,0.814689981,0.921832838,0.610523314,,4.632193872
0.766851008,1.649717553,0.766851008,0.889275695,0.651851008,,4.724546273
0.761461466,1.729442529,0.761461466,0.986008624,0.655628133,,4.894002219
0.738784799,1.535241784,0.738784799,1.016610411,0.646284799,,4.675706593
0.728722539,1.256388488,0.728722539,0.990973862,0.679555872,,4.384363301
0.535671785,0.642814642,0.535671785,0.642814642,0.534838451,,2.891811305
0.359035985,0.466178842,0.359035985,0.466178842,0.359035985,,2.00946564
0,0.01735487,0,0.01735487,0,,0.034709741
0,0.005766854,0,0.005766854,0,,0.011533709
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0.835212427,0,0,,0.835212427
0,0.061041688,1.315989067,0.516009402,0,,1.893040157
0.065831995,0.666119694,1.211498439,0.666119694,0,,2.609569823
0.826565616,0.797398645,1.020189762,0.797398645,0.248785813,,3.690338481
0.951044271,0.895874985,0.802852284,0.895874985,0.652065461,,4.197711985
0.961744252,1.238692709,0.816232653,0.92337551,0.703732653,,4.643777778
0.91842668,1.517881991,0.842650278,0.949793136,0.703483612,,4.932235697
0.891713178,1.735306387,0.891713178,1.013158568,0.745046511,,5.276937822
0.950773407,1.461762175,0.950773407,1.112888704,0.747440074,,5.223637767
0.874054594,1.645263298,0.874054594,1.145434124,0.779887927,,5.318694538
0.770126855,1.346699435,0.770126855,1.050246326,0.722626855,,4.659826326
0.59045891,0.697601767,0.59045891,0.697601767,0.589625576,,3.16574693
0.363532562,0.47067542,0.363532562,0.47067542,0.363532562,,2.031948527
0.005358339,0.112501196,0.005358339,0.112501196,0.005358339,,0.241077408
0,0.054423822,0,0.054423822,0,,0.108847643
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,1.026181662,0.153819877,0,,1.180001539
0,0.421600237,1.336227382,0.718858158,0,,2.476685777
0.543754884,0.826951446,1.116879111,0.826951446,0,,3.314536886
0.989291874,1.015612666,1.10502959,1.015612666,0.610578003,,4.736124799
1.041207952,1.036186203,0.939620835,1.036186203,0.674043346,,4.727244538
1.14218351,1.335400046,1.067785881,1.174928739,0.769452548,,5.489750724
1.072206001,1.64322836,1.000381112,1.107523969,0.825381112,,5.648720555
1.008416454,1.801105845,1.008416454,1.128561185,0.86508312,,5.811583059
0.901699785,1.938349804,0.901699785,1.134993668,0.818366452,,5.695109495
0.880429052,1.744201634,0.880429052,1.174383802,0.796262386,,5.475705927
0.780943115,1.357512783,0.780943115,1.060833253,0.734276448,,4.714508715
0.600911722,0.708054579,0.600911722,0.708054579,0.600078389,,3.218010992
0.183353751,0.290496608,0.183353751,0.290496608,0.183353751,,1.131054468
0.007779572,0.11492243,0.007779572,0.11492243,0.007779572,,0.253183577
0,0.055295466,0,0.055295466,0,,0.110590931
0,0.009891146,0,0.009891146,0,,0.019782292
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0,0,0,0,,0
0,0.301238431,0.448039734,0.480567323,0,,1.229845489
0.362281054,0.762524044,1.042637469,0.77450312,0,,2.941945686
0.662014763,0.719950872,1.037405756,0.719950872,0.176581934,,3.315904197
0.825834011,0.810154923,1.002800715,0.810154923,0.538012066,,3.986956639
1.041831818,1.027166388,0.93238672,1.027166388,0.679190197,,4.707741511
1.048623254,1.292903338,0.92881878,1.035961637,0.724652113,,5.030959122
0.961726475,1.593514177,0.879835172,0.986978029,0.765668505,,5.187722359
0.932943414,1.813551494,0.932943414,1.054267664,0.81461008,,5.548316067
0.899889989,1.951835598,0.899889989,1.134743595,0.814056656,,5.700415827
0.909359988,1.892183032,0.909359988,1.232229821,0.844359988,,5.787492817
0.868895443,1.552526499,0.868895443,1.187833516,0.823895443,,5.302046344
0.687144185,0.871371004,0.687144185,0.833896658,0.685477519,,3.765033552
