Time,Drybulb C
7/10/2016 11:00,32.2
7/10/2016 12:00,32.8
7/10/2016 13:00,33.3
7/10/2016 14:00,34.4
7/10/2016 15:00,34.4
7/10/2016 16:00,35
7/10/2016 17:00,35
7/10/2016 18:00,34.4
7/10/2016 19:00,32.8
7/10/2016 20:00,30.6
7/10/2016 21:00,29.4
7/10/2016 22:00,28.3
7/10/2016 23:00,26.7
7/11/2016 0:00,26.1
7/11/2016 1:00,25.6
7/11/2016 2:00,24.4
7/11/2016 3:00,25.6
7/11/2016 4:00,25
7/11/2016 5:00,23.3
7/11/2016 6:00,22.2
7/11/2016 7:00,23.9
7/11/2016 8:00,26.7
7/11/2016 9:00,28.3
7/11/2016 10:00,30.6
7/11/2016 11:00,32.2
7/11/2016 12:00,33.3
7/11/2016 13:00,34.4
7/11/2016 14:00,35
7/11/2016 15:00,35.6
7/11/2016 16:00,35.6
7/11/2016 17:00,35.6
7/11/2016 18:00,34.4
7/11/2016 19:00,32.8
7/11/2016 20:00,31.1
7/11/2016 21:00,29.4
7/11/2016 22:00,28.9
7/11/2016 23:00,28.3
7/12/2016 0:00,26.7
7/12/2016 1:00,26.1
7/12/2016 2:00,25.6
7/12/2016 3:00,26.1
7/12/2016 4:00,26.1
7/12/2016 5:00,25
7/12/2016 6:00,25
7/12/2016 7:00,25
7/12/2016 8:00,28.3
7/12/2016 9:00,30
7/12/2016 10:00,31.7
7/12/2016 11:00,33.3
7/12/2016 12:00,33.3
7/12/2016 13:00,35
7/12/2016 14:00,34.4
7/12/2016 15:00,36.1
7/12/2016 16:00,36.1
7/12/2016 17:00,35
7/12/2016 18:00,34.4
7/12/2016 19:00,32.8
7/12/2016 20:00,31.1
7/12/2016 21:00,30
7/12/2016 22:00,28.9
7/12/2016 23:00,27.8
7/13/2016 0:00,27.8
7/13/2016 1:00,26.1
7/13/2016 2:00,26.1
7/13/2016 3:00,26.1
7/13/2016 4:00,25
7/13/2016 5:00,23.9
7/13/2016 6:00,23.3
7/13/2016 7:00,24.4
7/13/2016 8:00,26.7
7/13/2016 9:00,28.9
7/13/2016 10:00,30
7/13/2016 11:00,31.7
7/13/2016 12:00,33.3
7/13/2016 13:00,33.3
7/13/2016 14:00,34.4
7/13/2016 15:00,34.4
7/13/2016 16:00,34.4
7/13/2016 17:00,34.4
7/13/2016 18:00,33.3
7/13/2016 19:00,31.7
7/13/2016 20:00,30.6
7/13/2016 21:00,28.9
7/13/2016 22:00,28.3
7/13/2016 23:00,27.2
7/14/2016 0:00,26.1
7/14/2016 1:00,26.1
7/14/2016 2:00,25.6
7/14/2016 3:00,25.6
7/14/2016 4:00,24.4
7/14/2016 5:00,24.4
7/14/2016 6:00,23.3
7/14/2016 7:00,25
7/14/2016 8:00,26.1
7/14/2016 9:00,27.8
7/14/2016 10:00,29.4
7/14/2016 11:00,30
7/14/2016 12:00,31.7
7/14/2016 13:00,32.8
7/14/2016 14:00,33.3
7/14/2016 15:00,33.3
7/14/2016 16:00,33.9
7/14/2016 17:00,30.6
7/14/2016 18:00,28.3
7/14/2016 19:00,28.3
7/14/2016 20:00,27.8
7/14/2016 21:00,26.7
7/14/2016 22:00,25.6
7/14/2016 23:00,25
7/15/2016 0:00,24.4
7/15/2016 1:00,24.4
7/15/2016 2:00,23.9
7/15/2016 3:00,24.4
7/15/2016 4:00,23.3
7/15/2016 5:00,23.3
7/15/2016 6:00,22.8
7/15/2016 7:00,23.9
7/15/2016 8:00,25
7/15/2016 9:00,27.2
7/15/2016 10:00,28.3
7/15/2016 11:00,29.4
7/15/2016 12:00,31.7
7/15/2016 13:00,32.2
7/15/2016 14:00,32.2
7/15/2016 15:00,32.8
7/15/2016 16:00,33.3
7/15/2016 17:00,33.3
7/15/2016 18:00,32.8
7/15/2016 19:00,31.7
7/15/2016 20:00,30
7/15/2016 21:00,28.9
7/15/2016 22:00,27.8
7/15/2016 23:00,26.1
7/16/2016 0:00,25.6
7/16/2016 1:00,25
7/16/2016 2:00,24.4
7/16/2016 3:00,23.9
7/16/2016 4:00,23.3
7/16/2016 5:00,23.3
7/16/2016 6:00,22.8
7/16/2016 7:00,23.9
7/16/2016 8:00,25.6
7/16/2016 9:00,28.3
7/16/2016 10:00,29.4
7/16/2016 11:00,31.7
7/16/2016 12:00,32.8
7/16/2016 13:00,33.3
7/16/2016 14:00,34.4
7/16/2016 15:00,34.4
7/16/2016 16:00,34.4
7/16/2016 17:00,33.9
7/16/2016 18:00,33.9
7/16/2016 19:00,32.2
7/16/2016 20:00,30.6
7/16/2016 21:00,29.4
7/16/2016 22:00,27.8
7/16/2016 23:00,27.2
7/17/2016 0:00,26.7
7/17/2016 1:00,25.6
7/17/2016 2:00,25.6
7/17/2016 3:00,25
7/17/2016 4:00,24.4
7/17/2016 5:00,23.9
7/17/2016 6:00,23.9
7/17/2016 7:00,25
7/17/2016 8:00,27.2
7/17/2016 9:00,30
7/17/2016 10:00,31.1
7/17/2016 11:00,31.7
7/17/2016 12:00,32.2
7/17/2016 13:00,33.9
7/17/2016 14:00,34.4
7/17/2016 15:00,35
7/17/2016 16:00,35.6
7/17/2016 17:00,35.6
7/17/2016 18:00,34.4
7/17/2016 19:00,32.8
7/17/2016 20:00,31.1
7/17/2016 21:00,30
7/17/2016 22:00,28.9
7/17/2016 23:00,27.2
7/18/2016 0:00,27.2
7/18/2016 1:00,26.7
7/18/2016 2:00,25.6
7/18/2016 3:00,25.6
7/18/2016 4:00,25
7/18/2016 5:00,23.9
7/18/2016 6:00,23.3
7/18/2016 7:00,25.6
7/18/2016 8:00,28.3
7/18/2016 9:00,30
7/18/2016 10:00,31.1
7/18/2016 11:00,32.2
7/18/2016 12:00,33.9
7/18/2016 13:00,33.9
7/18/2016 14:00,35
7/18/2016 15:00,35.6
7/18/2016 16:00,35
7/18/2016 17:00,35.6
7/18/2016 18:00,35
7/18/2016 19:00,33.3
7/18/2016 20:00,31.7
7/18/2016 21:00,31.1
7/18/2016 22:00,29.4
7/18/2016 23:00,28.3
7/19/2016 0:00,28.3
7/19/2016 1:00,27.2
7/19/2016 2:00,26.1
7/19/2016 3:00,25.6
7/19/2016 4:00,24.4
7/19/2016 5:00,24.4
7/19/2016 6:00,23.9
7/19/2016 7:00,25
7/19/2016 8:00,26.7
7/19/2016 9:00,28.9
7/19/2016 10:00,31.1
7/19/2016 11:00,32.8
7/19/2016 12:00,33.9
7/19/2016 13:00,35
7/19/2016 14:00,35
7/19/2016 15:00,35.6
7/19/2016 16:00,36.1
7/19/2016 17:00,35.6
7/19/2016 18:00,35
7/19/2016 19:00,33.3
7/19/2016 20:00,31.7
7/19/2016 21:00,30.6
7/19/2016 22:00,30
7/19/2016 23:00,28.3
7/20/2016 0:00,27.8
7/20/2016 1:00,26.7
7/20/2016 2:00,25.6
7/20/2016 3:00,25.6
7/20/2016 4:00,25
7/20/2016 5:00,25
7/20/2016 6:00,25
7/20/2016 7:00,25.6
7/20/2016 8:00,27.2
7/20/2016 9:00,28.9
7/20/2016 10:00,31.1
7/20/2016 11:00,32.2
7/20/2016 12:00,33.3
7/20/2016 13:00,35
7/20/2016 14:00,33.9
7/20/2016 15:00,35
7/20/2016 16:00,35.6
7/20/2016 17:00,35.6
7/20/2016 18:00,35
7/20/2016 19:00,33.9
7/20/2016 20:00,31.7
7/20/2016 21:00,30.6
7/20/2016 22:00,29.4
7/20/2016 23:00,27.8
7/21/2016 0:00,26.7
7/21/2016 1:00,25.6
7/21/2016 2:00,25
7/21/2016 3:00,25
7/21/2016 4:00,24.4
7/21/2016 5:00,24.4
7/21/2016 6:00,24.4
7/21/2016 7:00,25.6
7/21/2016 8:00,27.2
7/21/2016 9:00,27.8
7/21/2016 10:00,28.9
7/21/2016 11:00,30.6
7/21/2016 12:00,32.2
7/21/2016 13:00,34.4
7/21/2016 14:00,35.6
7/21/2016 15:00,36.1
7/21/2016 16:00,35.6
7/21/2016 17:00,36.1
7/21/2016 18:00,35
7/21/2016 19:00,33.9
7/21/2016 20:00,32.2
7/21/2016 21:00,31.1
7/21/2016 22:00,29.4
7/21/2016 23:00,28.3
7/22/2016 0:00,27.2
7/22/2016 1:00,26.1
7/22/2016 2:00,25.6
7/22/2016 3:00,26.1
7/22/2016 4:00,25.6
7/22/2016 5:00,25.6
7/22/2016 6:00,25
7/22/2016 7:00,25.6
7/22/2016 8:00,26.7
7/22/2016 9:00,28.9
7/22/2016 10:00,31.7
7/22/2016 11:00,32.2
7/22/2016 12:00,33.9
7/22/2016 13:00,35.6
7/22/2016 14:00,35.6
7/22/2016 15:00,36.1
7/22/2016 16:00,36.7
7/22/2016 17:00,36.1
7/22/2016 18:00,36.1
7/22/2016 19:00,34.4
7/22/2016 20:00,32.2
7/22/2016 21:00,30.6
7/22/2016 22:00,28.9
7/22/2016 23:00,27.8
7/23/2016 0:00,26.7
7/23/2016 1:00,26.1
7/23/2016 2:00,26.7
7/23/2016 3:00,26.1
7/23/2016 4:00,25.6
7/23/2016 5:00,25.6
7/23/2016 6:00,25.6
7/23/2016 7:00,26.1
7/23/2016 8:00,26.7
7/23/2016 9:00,27.8
7/23/2016 10:00,29.4
7/23/2016 11:00,31.7
7/23/2016 12:00,33.3
7/23/2016 13:00,35
7/23/2016 14:00,36.1
7/23/2016 15:00,36.1
7/23/2016 16:00,36.7
7/23/2016 17:00,36.1
7/23/2016 18:00,36.1
7/23/2016 19:00,34.4
7/23/2016 20:00,32.2
7/23/2016 21:00,30
7/23/2016 22:00,28.9
7/23/2016 23:00,27.8
7/24/2016 0:00,26.7
7/24/2016 1:00,25.6
7/24/2016 2:00,24.4
7/24/2016 3:00,23.9
7/24/2016 4:00,23.3
7/24/2016 5:00,23.9
7/24/2016 6:00,24.4
7/24/2016 7:00,25
7/24/2016 8:00,26.1
7/24/2016 9:00,27.8
7/24/2016 10:00,30
7/24/2016 11:00,32.2
7/24/2016 12:00,33.9
7/24/2016 13:00,34.4
7/24/2016 14:00,35.6
7/24/2016 15:00,36.1
7/24/2016 16:00,36.7
7/24/2016 17:00,36.7
7/24/2016 18:00,36.1
7/24/2016 19:00,34.4
7/24/2016 20:00,32.2
7/24/2016 21:00,30.6
7/24/2016 22:00,28.9
7/24/2016 23:00,27.2
7/25/2016 0:00,26.1
7/25/2016 1:00,26.1
7/25/2016 2:00,25
7/25/2016 3:00,24.4
7/25/2016 4:00,24.4
7/25/2016 5:00,24.4
7/25/2016 6:00,24.4
7/25/2016 7:00,25
7/25/2016 8:00,26.7
7/25/2016 9:00,28.9
7/25/2016 10:00,30.6
7/25/2016 11:00,32.2
7/25/2016 12:00,33.3
7/25/2016 13:00,35
7/25/2016 14:00,34.4
7/25/2016 15:00,35.6
7/25/2016 16:00,36.1
7/25/2016 17:00,36.1
7/25/2016 18:00,35.6
7/25/2016 19:00,34.4
7/25/2016 20:00,32.8
7/25/2016 21:00,31.7
7/25/2016 22:00,30
7/25/2016 23:00,28.9
7/26/2016 0:00,27.8
7/26/2016 1:00,26.7
7/26/2016 2:00,26.1
7/26/2016 3:00,26.1
7/26/2016 4:00,25.6
7/26/2016 5:00,25
7/26/2016 6:00,25
7/26/2016 7:00,26.1
7/26/2016 8:00,27.2
7/26/2016 9:00,29.4
7/26/2016 10:00,31.1
7/26/2016 11:00,32.8
7/26/2016 12:00,33.9
7/26/2016 13:00,35
7/26/2016 14:00,35.6
7/26/2016 15:00,36.1
7/26/2016 16:00,36.7
7/26/2016 17:00,36.7
7/26/2016 18:00,36.1
7/26/2016 19:00,35
7/26/2016 20:00,32.8
7/26/2016 21:00,31.1
7/26/2016 22:00,30
7/26/2016 23:00,28.9
7/27/2016 0:00,27.8
7/27/2016 1:00,26.7
7/27/2016 2:00,26.1
7/27/2016 3:00,25
7/27/2016 4:00,24.4
7/27/2016 5:00,23.9
7/27/2016 6:00,23.9
7/27/2016 7:00,24.4
7/27/2016 8:00,26.7
7/27/2016 9:00,28.9
7/27/2016 10:00,31.1
7/27/2016 11:00,32.8
7/27/2016 12:00,34.4
7/27/2016 13:00,35.6
7/27/2016 14:00,36.1
7/27/2016 15:00,36.7
7/27/2016 16:00,37.2
7/27/2016 17:00,37.2
7/27/2016 18:00,36.7
7/27/2016 19:00,35
7/27/2016 20:00,33.9
7/27/2016 21:00,31.7
7/27/2016 22:00,30
7/27/2016 23:00,28.9
7/28/2016 0:00,27.8
7/28/2016 1:00,26.7
7/28/2016 2:00,26.1
7/28/2016 3:00,25
7/28/2016 4:00,25
7/28/2016 5:00,24.4
7/28/2016 6:00,23.9
7/28/2016 7:00,25.6
7/28/2016 8:00,27.8
7/28/2016 9:00,29.4
7/28/2016 10:00,32.2
7/28/2016 11:00,33.3
7/28/2016 12:00,35
7/28/2016 13:00,36.7
7/28/2016 14:00,38.3
7/28/2016 15:00,38.9
7/28/2016 16:00,38.3
7/28/2016 17:00,38.9
7/28/2016 18:00,38.3
7/28/2016 19:00,36.1
7/28/2016 20:00,33.3
7/28/2016 21:00,31.7
7/28/2016 22:00,30
7/28/2016 23:00,29.4
7/29/2016 0:00,28.3
7/29/2016 1:00,28.3
7/29/2016 2:00,27.8
7/29/2016 3:00,27.8
7/29/2016 4:00,26.7
7/29/2016 5:00,25.6
7/29/2016 6:00,23.9
7/29/2016 7:00,26.1
7/29/2016 8:00,28.9
7/29/2016 9:00,31.7
7/29/2016 10:00,32.8
7/29/2016 11:00,30
7/29/2016 12:00,32.2
7/29/2016 13:00,33.3
7/29/2016 14:00,32.2
7/29/2016 15:00,28.3
7/29/2016 16:00,29.4
7/29/2016 17:00,30
7/29/2016 18:00,28.3
7/29/2016 19:00,27.2
7/29/2016 20:00,25.6
7/29/2016 21:00,25.6
7/29/2016 22:00,25.6
7/29/2016 23:00,25
7/30/2016 0:00,24.4
7/30/2016 1:00,24.4
7/30/2016 2:00,24.4
7/30/2016 3:00,24.4
7/30/2016 4:00,23.9
7/30/2016 5:00,23.9
7/30/2016 6:00,23.9
7/30/2016 7:00,23.9
7/30/2016 8:00,24.4
7/30/2016 9:00,26.7
7/30/2016 10:00,28.9
7/30/2016 11:00,30
7/30/2016 12:00,30
7/30/2016 13:00,31.1
7/30/2016 14:00,31.1
7/30/2016 15:00,31.1
7/30/2016 16:00,31.1
7/30/2016 17:00,32.2
7/30/2016 18:00,31.7
7/30/2016 19:00,30.6
7/30/2016 20:00,25.6
7/30/2016 21:00,23.9
7/30/2016 22:00,23.9
7/30/2016 23:00,23.9
7/31/2016 0:00,23.9
7/31/2016 1:00,23.9
7/31/2016 2:00,24.4
7/31/2016 3:00,24.4
7/31/2016 4:00,24.4
7/31/2016 5:00,25
7/31/2016 6:00,24.4
7/31/2016 7:00,25
7/31/2016 8:00,24.4
7/31/2016 9:00,25.6
7/31/2016 10:00,26.7
7/31/2016 11:00,26.7
7/31/2016 12:00,27.2
7/31/2016 13:00,28.9
7/31/2016 14:00,30
7/31/2016 15:00,31.1
7/31/2016 16:00,31.1
7/31/2016 17:00,28.9
7/31/2016 18:00,23.9
7/31/2016 19:00,25.6
7/31/2016 20:00,24.4
7/31/2016 21:00,26.1
7/31/2016 22:00,25.9
7/31/2016 23:00,25.6
8/1/2016 0:00,25.4
8/1/2016 1:00,25.1
8/1/2016 2:00,24.9
8/1/2016 3:00,24.6
8/1/2016 4:00,24.4
8/1/2016 5:00,24.4
8/1/2016 6:00,23.9
8/1/2016 7:00,25
8/1/2016 8:00,28.3
8/1/2016 9:00,30
8/1/2016 10:00,31.7
8/1/2016 11:00,32.8
8/1/2016 12:00,33.3
8/1/2016 13:00,34.4
8/1/2016 14:00,35
8/1/2016 15:00,35
8/1/2016 16:00,35.6
8/1/2016 17:00,34.4
8/1/2016 18:00,32.8
8/1/2016 19:00,32
8/1/2016 20:00,31
8/1/2016 21:00,29.4
8/1/2016 22:00,27.2
8/1/2016 23:00,26.1
8/2/2016 0:00,26.1
8/2/2016 1:00,25
8/2/2016 2:00,25
8/2/2016 3:00,25
8/2/2016 4:00,23.9
8/2/2016 5:00,23.9
8/2/2016 6:00,23.9
8/2/2016 7:00,24.4
8/2/2016 8:00,26.7
8/2/2016 9:00,28.9
8/2/2016 10:00,30.6
8/2/2016 11:00,32.2
8/2/2016 12:00,32.8
8/2/2016 13:00,33.9
8/2/2016 14:00,35
8/2/2016 15:00,35
8/2/2016 16:00,35.6
8/2/2016 17:00,35
8/2/2016 18:00,34.4
8/2/2016 19:00,32.8
8/2/2016 20:00,31.1
8/2/2016 21:00,29.4
8/2/2016 22:00,26.7
8/2/2016 23:00,26.7
8/3/2016 0:00,26.1
8/3/2016 1:00,26.1
8/3/2016 2:00,25.6
8/3/2016 3:00,25
8/3/2016 4:00,25
8/3/2016 5:00,23.3
8/3/2016 6:00,23.3
8/3/2016 7:00,25
8/3/2016 8:00,27.2
8/3/2016 9:00,30
8/3/2016 10:00,31.1
8/3/2016 11:00,32.2
8/3/2016 12:00,33.9
8/3/2016 13:00,34.4
8/3/2016 14:00,35
8/3/2016 15:00,35
8/3/2016 16:00,36.1
8/3/2016 17:00,35.6
8/3/2016 18:00,34.4
8/3/2016 19:00,33.3
8/3/2016 20:00,30.6
8/3/2016 21:00,28.3
8/3/2016 22:00,26.1
8/3/2016 23:00,25.6
8/4/2016 0:00,26.7
8/4/2016 1:00,26.1
8/4/2016 2:00,25
8/4/2016 3:00,24.4
8/4/2016 4:00,23.3
8/4/2016 5:00,23.3
8/4/2016 6:00,22.8
8/4/2016 7:00,24.4
8/4/2016 8:00,26.7
8/4/2016 9:00,29.4
8/4/2016 10:00,31.7
8/4/2016 11:00,32.2
8/4/2016 12:00,33.3
8/4/2016 13:00,33.9
8/4/2016 14:00,35
8/4/2016 15:00,35.6
8/4/2016 16:00,36.1
8/4/2016 17:00,35.6
8/4/2016 18:00,35
8/4/2016 19:00,31.1
8/4/2016 20:00,28.9
8/4/2016 21:00,27.2
8/4/2016 22:00,24.4
8/4/2016 23:00,24.4
8/5/2016 0:00,25
8/5/2016 1:00,25
8/5/2016 2:00,25
8/5/2016 3:00,23.9
8/5/2016 4:00,23.9
8/5/2016 5:00,22.2
8/5/2016 6:00,21.7
8/5/2016 7:00,24.4
8/5/2016 8:00,27.2
8/5/2016 9:00,30
8/5/2016 10:00,31.7
8/5/2016 11:00,34.4
8/5/2016 12:00,35
8/5/2016 13:00,35.6
8/5/2016 14:00,36.7
8/5/2016 15:00,37.2
8/5/2016 16:00,37.8
8/5/2016 17:00,36.7
8/5/2016 18:00,35.6
8/5/2016 19:00,35
8/5/2016 20:00,30
8/5/2016 21:00,28.9
8/5/2016 22:00,28.3
8/5/2016 23:00,27.2
8/6/2016 0:00,26.7
8/6/2016 1:00,25.6
8/6/2016 2:00,25
8/6/2016 3:00,23.9
8/6/2016 4:00,25
8/6/2016 5:00,24.4
8/6/2016 6:00,25
8/6/2016 7:00,26.7
8/6/2016 8:00,27.8
8/6/2016 9:00,29.4
8/6/2016 10:00,30.6
8/6/2016 11:00,32.8
8/6/2016 12:00,33.3
8/6/2016 13:00,33.3
8/6/2016 14:00,33.9
8/6/2016 15:00,33.9
8/6/2016 16:00,32.8
8/6/2016 17:00,31.7
8/6/2016 18:00,31.1
8/6/2016 19:00,30
8/6/2016 20:00,28.9
8/6/2016 21:00,27.8
8/6/2016 22:00,26.7
8/6/2016 23:00,26.7
8/7/2016 0:00,26.1
8/7/2016 1:00,23.9
8/7/2016 2:00,23.9
8/7/2016 3:00,23.9
8/7/2016 4:00,24.4
8/7/2016 5:00,23.9
8/7/2016 6:00,23.9
8/7/2016 7:00,23.3
8/7/2016 8:00,23.9
8/7/2016 9:00,23.9
8/7/2016 10:00,25
8/7/2016 11:00,26.1
8/7/2016 12:00,27.2
8/7/2016 13:00,29.4
8/7/2016 14:00,31.1
8/7/2016 15:00,32.2
8/7/2016 16:00,32.8
8/7/2016 17:00,32.2
8/7/2016 18:00,31.1
8/7/2016 19:00,30
8/7/2016 20:00,28.3
8/7/2016 21:00,26.7
8/7/2016 22:00,23.9
8/7/2016 23:00,26.1
8/8/2016 0:00,26.1
8/8/2016 1:00,25.6
8/8/2016 2:00,22.8
8/8/2016 3:00,22.2
8/8/2016 4:00,22.8
8/8/2016 5:00,23.9
8/8/2016 6:00,22.2
8/8/2016 7:00,23.3
8/8/2016 8:00,24.4
8/8/2016 9:00,25.6
8/8/2016 10:00,28.3
8/8/2016 11:00,29.4
8/8/2016 12:00,30
8/8/2016 13:00,30.6
8/8/2016 14:00,31.7
8/8/2016 15:00,33.3
8/8/2016 16:00,32.8
8/8/2016 17:00,33.3
8/8/2016 18:00,32.2
8/8/2016 19:00,30
8/8/2016 20:00,27.8
8/8/2016 21:00,26.7
8/8/2016 22:00,23.9
8/8/2016 23:00,22.8
8/9/2016 0:00,22.2
8/9/2016 1:00,22.8
8/9/2016 2:00,21.7
8/9/2016 3:00,21.7
8/9/2016 4:00,22.8
8/9/2016 5:00,22.8
8/9/2016 6:00,23.3
8/9/2016 7:00,23.9
8/9/2016 8:00,26.1
8/9/2016 9:00,28.3
8/9/2016 10:00,30
8/9/2016 11:00,31.7
8/9/2016 12:00,32.2
8/9/2016 13:00,33.3
8/9/2016 14:00,33.3
8/9/2016 15:00,33.3
8/9/2016 16:00,33.3
8/9/2016 17:00,32.8
8/9/2016 18:00,32.2
8/9/2016 19:00,31.1
8/9/2016 20:00,29.4
8/9/2016 21:00,28.3
8/9/2016 22:00,25
8/9/2016 23:00,26.1
8/10/2016 0:00,25
8/10/2016 1:00,24.4
8/10/2016 2:00,25
8/10/2016 3:00,24.4
8/10/2016 4:00,22.8
8/10/2016 5:00,22.8
8/10/2016 6:00,25
8/10/2016 7:00,25
8/10/2016 8:00,26.1
8/10/2016 9:00,29.4
8/10/2016 10:00,30.6
8/10/2016 11:00,32.2
8/10/2016 12:00,33.3
8/10/2016 13:00,33.3
8/10/2016 14:00,33.3
8/10/2016 15:00,34.4
8/10/2016 16:00,34.4
8/10/2016 17:00,31.1
8/10/2016 18:00,30
8/10/2016 19:00,28.3
8/10/2016 20:00,26.7
8/10/2016 21:00,26.1
8/10/2016 22:00,23.9
8/10/2016 23:00,23.3
8/11/2016 0:00,22.8
8/11/2016 1:00,23.3
8/11/2016 2:00,22.2
8/11/2016 3:00,22.2
8/11/2016 4:00,21.7
8/11/2016 5:00,21.1
8/11/2016 6:00,21.1
8/11/2016 7:00,22.8
8/11/2016 8:00,25.6
8/11/2016 9:00,28.3
8/11/2016 10:00,30.6
8/11/2016 11:00,32.8
8/11/2016 12:00,33.3
8/11/2016 13:00,31.7
8/11/2016 14:00,34.4
8/11/2016 15:00,35
8/11/2016 16:00,36.1
8/11/2016 17:00,35
8/11/2016 18:00,27.2
8/11/2016 19:00,26.7
8/11/2016 20:00,24.4
8/11/2016 21:00,25
8/11/2016 22:00,25
8/11/2016 23:00,24.4
8/12/2016 0:00,22.8
8/12/2016 1:00,22.2
8/12/2016 2:00,21.7
8/12/2016 3:00,21.1
8/12/2016 4:00,21.1
8/12/2016 5:00,20.6
8/12/2016 6:00,20
8/12/2016 7:00,20.6
8/12/2016 8:00,22.2
8/12/2016 9:00,23.9
8/12/2016 10:00,25.6
8/12/2016 11:00,27.2
8/12/2016 12:00,28.3
8/12/2016 13:00,30
8/12/2016 14:00,30.6
8/12/2016 15:00,30.6
8/12/2016 16:00,30.6
8/12/2016 17:00,30.6
8/12/2016 18:00,29.4
8/12/2016 19:00,27.2
8/12/2016 20:00,25.6
8/12/2016 21:00,19.4
8/12/2016 22:00,18.3
8/12/2016 23:00,18.9
8/13/2016 0:00,18.3
8/13/2016 1:00,17.8
8/13/2016 2:00,17.2
8/13/2016 3:00,17.2
8/13/2016 4:00,17.2
8/13/2016 5:00,16.7
8/13/2016 6:00,15.6
8/13/2016 7:00,17.8
8/13/2016 8:00,22.8
8/13/2016 9:00,25
8/13/2016 10:00,26.7
8/13/2016 11:00,27.8
8/13/2016 12:00,28.9
8/13/2016 13:00,29.4
8/13/2016 14:00,30.6
8/13/2016 15:00,31.1
8/13/2016 16:00,32.2
8/13/2016 17:00,31.1
8/13/2016 18:00,30.6
8/13/2016 19:00,27.2
8/13/2016 20:00,23.9
8/13/2016 21:00,22.2
8/13/2016 22:00,20.6
8/13/2016 23:00,20.6
8/14/2016 0:00,20
8/14/2016 1:00,18.3
8/14/2016 2:00,19.4
8/14/2016 3:00,17.8
8/14/2016 4:00,19.4
8/14/2016 5:00,17.8
8/14/2016 6:00,17.8
8/14/2016 7:00,19.4
8/14/2016 8:00,22.2
8/14/2016 9:00,25
8/14/2016 10:00,27.2
8/14/2016 11:00,27.8
8/14/2016 12:00,29.4
8/14/2016 13:00,30.6
8/14/2016 14:00,31.7
8/14/2016 15:00,31.1
8/14/2016 16:00,32.2
8/14/2016 17:00,31.7
8/14/2016 18:00,31.1
8/14/2016 19:00,28.9
8/14/2016 20:00,26.1
8/14/2016 21:00,25
8/14/2016 22:00,23.9
8/14/2016 23:00,22.2
8/15/2016 0:00,21.1
8/15/2016 1:00,20
8/15/2016 2:00,18.3
8/15/2016 3:00,18.9
8/15/2016 4:00,18.3
8/15/2016 5:00,17.2
8/15/2016 6:00,18.3
8/15/2016 7:00,18.9
8/15/2016 8:00,21.7
8/15/2016 9:00,24.4
8/15/2016 10:00,27.2
8/15/2016 11:00,28.3
8/15/2016 12:00,29.4
8/15/2016 13:00,30
8/15/2016 14:00,30.6
8/15/2016 15:00,31.1
8/15/2016 16:00,31.7
8/15/2016 17:00,31.1
8/15/2016 18:00,29.4
8/15/2016 19:00,27.2
8/15/2016 20:00,25.6
8/15/2016 21:00,23.9
8/15/2016 22:00,19.4
8/15/2016 23:00,18.9
8/16/2016 0:00,17.8
8/16/2016 1:00,16.7
8/16/2016 2:00,17.8
8/16/2016 3:00,17.2
8/16/2016 4:00,16.1
8/16/2016 5:00,15.6
8/16/2016 6:00,15.6
8/16/2016 7:00,17.8
8/16/2016 8:00,21.7
8/16/2016 9:00,25.6
8/16/2016 10:00,27.2
8/16/2016 11:00,29.4
8/16/2016 12:00,30
8/16/2016 13:00,30.6
8/16/2016 14:00,31.7
8/16/2016 15:00,32.2
8/16/2016 16:00,32.2
8/16/2016 17:00,31.7
8/16/2016 18:00,31.1
8/16/2016 19:00,28.3
8/16/2016 20:00,26.1
8/16/2016 21:00,24.4
8/16/2016 22:00,19.4
8/16/2016 23:00,20
8/17/2016 0:00,19.4
8/17/2016 1:00,17.2
8/17/2016 2:00,18.3
8/17/2016 3:00,17.2
8/17/2016 4:00,16.1
8/17/2016 5:00,16.7
8/17/2016 6:00,16.1
8/17/2016 7:00,18.3
8/17/2016 8:00,23.3
8/17/2016 9:00,26.1
8/17/2016 10:00,28.3
8/17/2016 11:00,29.4
8/17/2016 12:00,30.6
8/17/2016 13:00,31.1
8/17/2016 14:00,32.2
8/17/2016 15:00,32.8
8/17/2016 16:00,32.8
8/17/2016 17:00,32.8
8/17/2016 18:00,31.7
8/17/2016 19:00,30
8/17/2016 20:00,23.3
8/17/2016 21:00,21.7
8/17/2016 22:00,20
8/17/2016 23:00,21.1
8/18/2016 0:00,21.1
8/18/2016 1:00,19.4
8/18/2016 2:00,19.4
8/18/2016 3:00,20.6
8/18/2016 4:00,18.3
8/18/2016 5:00,18.9
8/18/2016 6:00,18.9
8/18/2016 7:00,20.6
8/18/2016 8:00,22.8
8/18/2016 9:00,24.4
8/18/2016 10:00,26.7
8/18/2016 11:00,28.9
8/18/2016 12:00,30.6
8/18/2016 13:00,31.7
8/18/2016 14:00,33.3
8/18/2016 15:00,33.3
8/18/2016 16:00,34.4
8/18/2016 17:00,27.2
8/18/2016 18:00,30
8/18/2016 19:00,28.9
8/18/2016 20:00,27.2
8/18/2016 21:00,27.2
8/18/2016 22:00,26.7
8/18/2016 23:00,26.7
8/19/2016 0:00,26.1
