Time,Avearge kW/sqm
6/30/2016 11:00,0.006239001
6/30/2016 12:00,0.006527992
6/30/2016 13:00,0.006277395
6/30/2016 14:00,0.006421631
6/30/2016 15:00,0.006412811
6/30/2016 16:00,0.006480259
6/30/2016 17:00,0.006023165
6/30/2016 18:00,0.005726391
6/30/2016 19:00,0.005756483
6/30/2016 20:00,0.005015586
6/30/2016 21:00,0.004900404
6/30/2016 22:00,0.004945024
6/30/2016 23:00,0.00488432
7/1/2016 0:00,0.004852671
7/1/2016 1:00,0.004788336
7/1/2016 2:00,0.004669004
7/1/2016 3:00,0.004697021
7/1/2016 4:00,0.004749423
7/1/2016 5:00,0.004926346
7/1/2016 6:00,0.005264627
7/1/2016 7:00,0.005254769
7/1/2016 8:00,0.005635076
7/1/2016 9:00,0.005848317
7/1/2016 10:00,0.006096321
7/1/2016 11:00,0.006522804
7/1/2016 12:00,0.006532662
7/1/2016 13:00,0.006322533
7/1/2016 14:00,0.006372341
7/1/2016 15:00,0.006265461
7/1/2016 16:00,0.006034061
7/1/2016 17:00,0.005873221
7/1/2016 18:00,0.005562958
7/1/2016 19:00,0.005421315
7/1/2016 20:00,0.004984975
7/1/2016 21:00,0.004852671
7/1/2016 22:00,0.004695464
7/1/2016 23:00,0.004475478
7/2/2016 0:00,0.00438987
7/2/2016 1:00,0.004430858
7/2/2016 2:00,0.004566793
7/2/2016 3:00,0.004460432
7/2/2016 4:00,0.004390389
7/2/2016 5:00,0.004534106
7/2/2016 6:00,0.004329166
7/2/2016 7:00,0.004208277
7/2/2016 8:00,0.004291291
7/2/2016 9:00,0.004272613
7/2/2016 10:00,0.004426188
7/2/2016 11:00,0.00456368
7/2/2016 12:00,0.004757206
7/2/2016 13:00,0.004464582
7/2/2016 14:00,0.004599998
7/2/2016 15:00,0.0045725
7/2/2016 16:00,0.004593253
7/2/2016 17:00,0.004579245
7/2/2016 18:00,0.004520616
7/2/2016 19:00,0.004480147
7/2/2016 20:00,0.00447911
7/2/2016 21:00,0.004502976
7/2/2016 22:00,0.004392983
7/2/2016 23:00,0.004555897
7/3/2016 0:00,0.004498307
7/3/2016 1:00,0.004398171
7/3/2016 2:00,0.004455243
7/3/2016 3:00,0.004333317
7/3/2016 4:00,0.004363928
7/3/2016 5:00,0.004412699
7/3/2016 6:00,0.00414446
7/3/2016 7:00,0.004171959
7/3/2016 8:00,0.004220211
7/3/2016 9:00,0.004230068
7/3/2016 10:00,0.004324497
7/3/2016 11:00,0.004328128
7/3/2016 12:00,0.004529437
7/3/2016 13:00,0.004553303
7/3/2016 14:00,0.004579764
7/3/2016 15:00,0.004744235
7/3/2016 16:00,0.004856303
7/3/2016 17:00,0.004781591
7/3/2016 18:00,0.004641505
7/3/2016 19:00,0.004548634
7/3/2016 20:00,0.00460363
7/3/2016 21:00,0.004672635
7/3/2016 22:00,0.004621789
7/3/2016 23:00,0.004637873
7/4/2016 0:00,0.004399209
7/4/2016 1:00,0.004467695
7/4/2016 2:00,0.004433971
7/4/2016 3:00,0.004420481
7/4/2016 4:00,0.004428264
7/4/2016 5:00,0.00455019
7/4/2016 6:00,0.004375861
7/4/2016 7:00,0.00431827
7/4/2016 8:00,0.004371711
7/4/2016 9:00,0.004362372
7/4/2016 10:00,0.004615045
7/4/2016 11:00,0.004650844
7/4/2016 12:00,0.005015586
7/4/2016 13:00,0.004791449
7/4/2016 14:00,0.004948656
7/4/2016 15:00,0.005058649
7/4/2016 16:00,0.00508044
7/4/2016 17:00,0.00490248
7/4/2016 18:00,0.005019737
7/4/2016 19:00,0.004801825
7/4/2016 20:00,0.004819985
7/4/2016 21:00,0.004919082
7/4/2016 22:00,0.00488899
7/4/2016 23:00,0.00494243
7/5/2016 0:00,0.004720368
7/5/2016 1:00,0.004847483
7/5/2016 2:00,0.004683531
7/5/2016 3:00,0.004762394
