Time,Zone1_Tset,Zone1_Qall (kW),Zone2_Tset,Zone2_Qall,Zone3_Tset,Zone3_Qall,Zone4_Tset,Zone4_Qall,Zone5_Tset,Zone5_Qall
2:00,25,0.112080988,24,0.112080988,25,0.112080988,24,0.112080988,25,0.112080988
3:00,25,0.109030234,24,0.109030234,25,0.109030234,24,0.109030234,25,0.109030234
4:00,25,0.111097275,24,0.111097275,25,0.111097275,24,0.111097275,25,0.111097275
5:00,25,0.110649001,24,0.110649001,25,0.110649001,24,0.110649001,25,0.110649001
6:00,25,0.215978483,24,0.115978483,25,0.215978483,24,0.115978483,25,0.215978483
7:00,25,0.218942073,24,0.118942073,25,0.218942073,24,0.118942073,25,0.218942073
8:00,25,0.326151816,24,0.326151816,25,0.326151816,24,0.326151816,25,0.326151816
9:00,25,0.333461174,24,0.333461174,25,0.333461174,24,0.333461174,25,0.333461174
10:00,25,0.143435274,24,0.143435274,25,0.143435274,24,0.143435274,25,0.143435274
11:00,25,0.141941027,24,0.141941027,25,0.141941027,24,0.141941027,25,0.141941027
12:00,25,0.150632565,24,0.150632565,25,0.150632565,24,0.150632565,25,0.150632565
13:00,25,0.154554963,24,0.154554963,25,0.154554963,24,0.154554963,25,0.154554963
14:00,25,0.150047318,24,0.150047318,25,0.150047318,24,0.150047318,25,0.150047318
15:00,25,0.13972456,24,0.13972456,25,0.13972456,24,0.13972456,25,0.13972456
16:00,25,0.136985107,24,0.136985107,25,0.136985107,24,0.136985107,25,0.136985107
17:00,25,0.235951586,24,0.235951586,25,0.235951586,24,0.235951586,25,0.235951586
18:00,25,0.327658515,24,0.327658515,25,0.327658515,24,0.327658515,25,0.327658515
19:00,25,0.326687254,24,0.326687254,25,0.326687254,24,0.326687254,25,0.326687254
20:00,25,0.216289784,24,0.216289784,25,0.216289784,24,0.216289784,25,0.216289784
21:00,25,0.116177716,24,0.116177716,25,0.116177716,24,0.116177716,25,0.116177716
22:00,25,0.117846292,24,0.217846292,25,0.117846292,24,0.217846292,25,0.117846292
23:00,25,0.11336355,24,0.21336355,25,0.11336355,24,0.21336355,25,0.11336355
0:00,25,0.114534044,24,0.214534044,25,0.114534044,24,0.214534044,25,0.114534044
1:00,25,0.114222742,24,0.114222742,25,0.114222742,24,0.114222742,25,0.114222742
2:00,25,0.112603975,24,0.112603975,25,0.112603975,24,0.112603975,25,0.112603975
3:00,25,0.110935399,24,0.110935399,25,0.110935399,24,0.110935399,25,0.110935399
4:00,25,0.11082333,24,0.11082333,25,0.11082333,24,0.11082333,25,0.11082333
5:00,25,0.112379838,24,0.112379838,25,0.112379838,24,0.112379838,25,0.112379838
6:00,25,0.218269662,24,0.118269662,25,0.218269662,24,0.118269662,25,0.218269662
7:00,25,0.215131743,24,0.115131743,25,0.215131743,24,0.115131743,25,0.215131743
8:00,25,0.323312746,24,0.323312746,25,0.323312746,24,0.323312746,25,0.323312746
9:00,25,0.336499477,24,0.336499477,25,0.336499477,24,0.336499477,25,0.336499477
10:00,25,0.142937192,24,0.142937192,25,0.142937192,24,0.142937192,25,0.142937192
11:00,25,0.149561688,24,0.149561688,25,0.149561688,24,0.149561688,25,0.149561688
12:00,25,0.154480251,24,0.154480251,25,0.154480251,24,0.154480251,25,0.154480251
13:00,25,0.16015839,24,0.16015839,25,0.16015839,24,0.16015839,25,0.16015839
14:00,25,0.152251332,24,0.152251332,25,0.152251332,24,0.152251332,25,0.152251332
15:00,25,0.146162275,24,0.146162275,25,0.146162275,24,0.146162275,25,0.146162275
16:00,25,0.140845246,24,0.140845246,25,0.140845246,24,0.140845246,25,0.140845246
17:00,25,0.232253325,24,0.232253325,25,0.232253325,24,0.232253325,25,0.232253325
18:00,25,0.332938188,24,0.332938188,25,0.332938188,24,0.332938188,25,0.332938188
19:00,25,0.32092195,24,0.32092195,25,0.32092195,24,0.32092195,25,0.32092195
20:00,25,0.217485182,24,0.217485182,25,0.217485182,24,0.217485182,25,0.217485182
21:00,25,0.116053195,24,0.116053195,25,0.116053195,24,0.116053195,25,0.116053195
22:00,25,0.118618319,24,0.218618319,25,0.118618319,24,0.218618319,25,0.118618319
23:00,25,0.117485182,24,0.217485182,25,0.117485182,24,0.217485182,25,0.117485182
0:00,25,0.116127908,24,0.216127908,25,0.116127908,24,0.216127908,25,0.116127908
1:00,25,0.108581959,24,0.108581959,25,0.108581959,24,0.108581959,25,0.108581959
2:00,25,0.112591523,24,0.112591523,25,0.112591523,24,0.112591523,25,0.112591523
3:00,25,0.109627932,24,0.109627932,25,0.109627932,24,0.109627932,25,0.109627932
4:00,25,0.108133685,24,0.108133685,25,0.108133685,24,0.108133685,25,0.108133685
5:00,25,0.11003885,24,0.11003885,25,0.11003885,24,0.11003885,25,0.11003885
6:00,25,0.217921004,24,0.117921004,25,0.217921004,24,0.117921004,25,0.217921004
7:00,25,0.217846292,24,0.117846292,25,0.217846292,24,0.117846292,25,0.217846292
8:00,25,0.324943966,24,0.324943966,25,0.324943966,24,0.324943966,25,0.324943966
9:00,25,0.330684365,24,0.330684365,25,0.330684365,24,0.330684365,25,0.330684365
