Time,
6/30/2016 1:00,3.562119175
6/30/2016 2:00,3.713619233
6/30/2016 3:00,3.64056715
6/30/2016 4:00,3.768823363
6/30/2016 5:00,3.965980973
6/30/2016 6:00,4.131593366
6/30/2016 7:00,4.069748136
6/30/2016 8:00,5.738818081
6/30/2016 9:00,7.316608263
6/30/2016 10:00,8.760240358
6/30/2016 11:00,9.594538565
6/30/2016 12:00,9.638577672
6/30/2016 13:00,10.62349808
6/30/2016 14:00,10.11143866
6/30/2016 15:00,10.74025629
6/30/2016 16:00,10.64556325
6/30/2016 17:00,10.151958
6/30/2016 18:00,9.307281988
6/30/2016 19:00,7.477861071
6/30/2016 20:00,5.921425428
6/30/2016 21:00,5.90800626
6/30/2016 22:00,5.678820293
6/30/2016 23:00,5.294495775
7/1/2016 0:00,4.934577292
7/1/2016 1:00,4.480535357
7/1/2016 2:00,4.046962942
7/1/2016 3:00,3.878006936
7/1/2016 4:00,3.799538444
7/1/2016 5:00,3.941076854
7/1/2016 6:00,4.278782157
7/1/2016 7:00,4.885268334
7/1/2016 8:00,6.142675637
7/1/2016 9:00,6.909388088
7/1/2016 10:00,7.150892998
7/1/2016 11:00,8.177060554
7/1/2016 12:00,8.325287914
7/1/2016 13:00,8.826692665
7/1/2016 14:00,8.372423803
7/1/2016 15:00,9.119645591
7/1/2016 16:00,8.937453266
7/1/2016 17:00,8.445479619
7/1/2016 18:00,7.741791259
7/1/2016 19:00,6.923946069
7/1/2016 20:00,5.437378591
7/1/2016 21:00,4.951243959
7/1/2016 22:00,4.427523201
7/1/2016 23:00,4.242734637
7/2/2016 0:00,3.744038548
7/2/2016 1:00,3.544686291
7/2/2016 2:00,3.653434278
7/2/2016 3:00,3.568345204
7/2/2016 4:00,3.512310936
7/2/2016 5:00,3.627284953
7/2/2016 6:00,3.463332835
7/2/2016 7:00,3.366621839
7/2/2016 8:00,3.702877242
7/2/2016 9:00,5.36687634
7/2/2016 10:00,6.301730204
7/2/2016 11:00,6.928899506
7/2/2016 12:00,7.360860344
7/2/2016 13:00,6.97669132
7/2/2016 14:00,7.604522734
7/2/2016 15:00,7.150746717
7/2/2016 16:00,7.500809684
7/2/2016 17:00,7.552038954
7/2/2016 18:00,7.47989858
7/2/2016 19:00,6.094904387
7/2/2016 20:00,5.470785392
7/2/2016 21:00,5.115833208
7/2/2016 22:00,4.631772259
7/2/2016 23:00,4.518620393
7/3/2016 0:00,4.261910808
