Time,Zone1,Zone2,Zone3,Zone4,Zone5
6/5/2016 10:00,0.186075277,0.186075277,0.186075277,0.186075277,0.186075277
6/5/2016 11:00,0.185660208,0.185660208,0.185660208,0.185660208,0.185660208
6/5/2016 12:00,0.194812472,0.194812472,0.194812472,0.194812472,0.194812472
6/5/2016 13:00,0.207970148,0.207970148,0.207970148,0.207970148,0.207970148
6/5/2016 14:00,0.188669456,0.188669456,0.188669456,0.188669456,0.188669456
6/5/2016 15:00,0.19861035,0.19861035,0.19861035,0.19861035,0.19861035
6/5/2016 16:00,0.203238366,0.203238366,0.203238366,0.203238366,0.203238366
6/5/2016 17:00,0.197178363,0.197178363,0.197178363,0.197178363,0.197178363
6/5/2016 18:00,0.197925487,0.197925487,0.197925487,0.197925487,0.197925487
6/5/2016 19:00,0.193629526,0.193629526,0.193629526,0.193629526,0.193629526
6/5/2016 20:00,0.193318225,0.193318225,0.193318225,0.193318225,0.193318225
6/5/2016 21:00,0.194459664,0.194459664,0.194459664,0.194459664,0.194459664
6/5/2016 22:00,0.196846308,0.196846308,0.196846308,0.196846308,0.196846308
6/5/2016 23:00,0.185597948,0.185597948,0.185597948,0.185597948,0.185597948
6/6/2016 0:00,0.183667879,0.183667879,0.183667879,0.183667879,0.183667879
6/6/2016 1:00,0.179828494,0.179828494,0.179828494,0.179828494,0.179828494
6/6/2016 2:00,0.179890754,0.179890754,0.179890754,0.179890754,0.179890754
6/6/2016 3:00,0.178811575,0.178811575,0.178811575,0.178811575,0.178811575
6/6/2016 4:00,0.182069864,0.182069864,0.182069864,0.182069864,0.182069864
6/6/2016 5:00,0.183377331,0.183377331,0.183377331,0.183377331,0.183377331
6/6/2016 6:00,0.19728213,0.19728213,0.19728213,0.19728213,0.19728213
6/6/2016 7:00,0.198755624,0.198755624,0.198755624,0.198755624,0.198755624
6/6/2016 8:00,0.208447477,0.208447477,0.208447477,0.208447477,0.208447477
6/6/2016 9:00,0.22436536,0.22436536,0.22436536,0.22436536,0.22436536
6/6/2016 10:00,0.229491458,0.229491458,0.229491458,0.229491458,0.229491458
6/6/2016 11:00,0.24812804,0.24812804,0.24812804,0.24812804,0.24812804
6/6/2016 12:00,0.24594893,0.24594893,0.24594893,0.24594893,0.24594893
6/6/2016 13:00,0.247982766,0.247982766,0.247982766,0.247982766,0.247982766
6/6/2016 14:00,0.247816739,0.247816739,0.247816739,0.247816739,0.247816739
6/6/2016 15:00,0.244724477,0.244724477,0.244724477,0.244724477,0.244724477
6/6/2016 16:00,0.243043449,0.243043449,0.243043449,0.243043449,0.243043449
6/6/2016 17:00,0.235904269,0.235904269,0.235904269,0.235904269,0.235904269
6/6/2016 18:00,0.234513789,0.234513789,0.234513789,0.234513789,0.234513789
6/6/2016 19:00,0.226855772,0.226855772,0.226855772,0.226855772,0.226855772
6/6/2016 20:00,0.19848583,0.19848583,0.19848583,0.19848583,0.19848583
6/6/2016 21:00,0.197302884,0.197302884,0.197302884,0.197302884,0.197302884
6/6/2016 22:00,0.194916239,0.194916239,0.194916239,0.194916239,0.194916239
6/6/2016 23:00,0.18603377,0.18603377,0.18603377,0.18603377,0.18603377
6/7/2016 0:00,0.186967674,0.186967674,0.186967674,0.186967674,0.186967674
6/7/2016 1:00,0.181343494,0.181343494,0.181343494,0.181343494,0.181343494
6/7/2016 2:00,0.177587123,0.177587123,0.177587123,0.177587123,0.177587123
6/7/2016 3:00,0.179102123,0.179102123,0.179102123,0.179102123,0.179102123
6/7/2016 4:00,0.182256645,0.182256645,0.182256645,0.182256645,0.182256645
6/7/2016 5:00,0.184186714,0.184186714,0.184186714,0.184186714,0.184186714
6/7/2016 6:00,0.194023842,0.194023842,0.194023842,0.194023842,0.194023842
6/7/2016 7:00,0.200498913,0.200498913,0.200498913,0.200498913,0.200498913
6/7/2016 8:00,0.205168435,0.205168435,0.205168435,0.205168435,0.205168435
6/7/2016 9:00,0.219882619,0.219882619,0.219882619,0.219882619,0.219882619
6/7/2016 10:00,0.233911939,0.233911939,0.233911939,0.233911939,0.233911939
