0,1,2,3,4
0.007697176992332977,0.929082915264061,-0.0,0.14360637576956786,0.0054136811428558175
-0.0,0.06332800897671753,-0.0,0.06332800897671964,-0.0
-0.0,0.013253921070264582,-0.0,0.013253921070264218,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,0.08091465991539745,-0.0
-0.0,0.4525450683285676,0.5490524605388286,0.531934027367275,-0.0
0.672384489528208,0.7951265888108254,0.938961912745357,0.7951265888108253,0.06396630085922911
0.7196042243095248,0.7666502636190429,1.0108549919761887,0.7666502636190458,0.39034073980952194
0.9175088066428586,1.0121909042857098,0.9286127981428556,1.0121909042857116,0.6275480471428562
1.0415976406428582,1.0332469549523766,0.9226864034761888,1.0298292606190453,0.6276864034761891
1.0442416323095252,1.29020712478571,0.9015348508095221,1.008677707952379,0.7190348508095225
0.8398405128095221,0.9469833699523764,0.8398405128095228,0.9469833699523793,0.7190071794761898
0.9460851931428588,1.0532280502857096,0.9460851931428557,1.053228050285712,0.8519185264761895
0.9698713801428593,1.0770142372857099,0.9698713801428561,1.0770142372857128,0.9015380468095229
0.9727410678095255,1.0798839249523764,0.9727410678095222,1.0798839249523788,0.9302410678095236
0.9294994371428583,1.0366422942857096,0.9294994371428555,1.0366422942857123,0.9119994371428567
0.7772963771428584,0.8844392342857096,0.7772963771428555,0.8844392342857125,0.7772963771428564
0.5974815808095252,0.7046244379523771,0.5974815808095222,0.7046244379523794,0.5974815808095226
0.41918870280952586,0.5263315599523769,0.4191887028095223,0.5263315599523789,0.4191887028095227
0.284340368809525,0.42481655928571005,0.2843403688095229,0.424816559285713,0.2843403688095235
0.1423001404761914,0.282776330952377,0.14230014047618916,0.2827763309523792,0.14230014047618927
0.10112463847619135,0.24160082895237697,0.10112463847618869,0.2416008289523787,0.10112463847618927
0.0013114191428581184,0.1084542762857099,0.0013114191428553706,0.10845427628571211,0.0013114191428561508
-0.0,0.06507891061904278,-0.0,0.06507891061904451,-0.0
-0.0,0.10596397903261914,-0.0,0.10596397903262132,-0.0
-0.0,0.10603739394940914,-0.0,0.10603739394941174,-0.0
-0.0,0.10595255133531215,-0.0,0.1059525513353116,-0.0
0.028599063463503563,0.13026287891773905,0.4371113996301707,0.2744425442510686,-0.0
0.25604973475571724,0.3298592585652382,0.9313602015890481,0.48561938273190763,0.10790558747340032
0.42305948080952493,0.5302023379523768,0.5043140734761896,0.5397190222857123,0.2155594808095232
0.6808914059761919,0.7852103072857095,1.3762857379761892,0.785210307285712,0.49390078347618993
0.6968441871428585,0.7134270892857104,1.1514957203095222,0.7134270892857124,0.43045089880952253
0.9805152833095254,1.0127847846190432,1.0500452674761889,1.0127847846190456,0.6248085941428555
1.0525139464761917,1.0238906492857098,0.9133616784761897,1.020504535619046,0.6725283451428564
0.9613482194761922,1.0709146539523764,0.958920969809522,1.0660638269523788,0.7614209698095233
0.9730908324761915,1.0802336896190425,0.9730908324761889,1.0802336896190452,0.852257499142856
0.7656019978095251,0.8727448549523763,0.7656019978095222,0.8727448549523817,0.6714353311428564
0.5171643714761913,0.7740790907857101,0.5171643714761894,0.6424432329523789,0.30299770480952254
0.5956956924761918,0.9263128929523761,0.5956956924761888,0.7553020039523792,0.46152902580952265
0.36097612680952457,0.9411741537857093,0.36097612680952207,0.6373060364523782,0.3126427934761895
0.17708192514285842,0.2842247822857097,0.1770819251428558,0.28422478228571224,0.17708192514285628
-0.0,0.05239690295237674,-0.0,0.052396902952378824,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,0.5516262434605228,0.02657632327289184,0.5828485080631589,-0.0
0.6880322445187556,0.8652194910937557,1.2032214631802203,0.8652194910937525,-0.0
0.964323764601347,0.9266837232442051,1.1041866244346774,0.9266837232442041,0.512862935626371
1.0748949668095251,0.991699945635709,0.8807504678095222,0.9878933249523788,0.7624171344761891
1.0461339208095253,1.3251889701190425,0.8780913581428553,0.9852342152857118,0.7622580248095226
0.9403022969761927,1.4410930601190435,0.867424578142856,0.9745674352857129,0.6724245781428564
0.7950890281428581,1.5180202704523764,0.7950890281428556,0.9039969467857124,0.6259223614761896
0.7400576351428588,1.4295070059523765,0.7400576351428559,0.9188870979523789,0.5750576351428562
0.813044026476191,1.7685175721190436,0.813044026476189,1.1208414552857127,0.7463773598095224
0.8186453504761924,1.51392535428571,0.8186453504761888,1.1371006052857124,0.7786453504761893
0.6345021074761924,0.7416449646190435,0.6345021074761895,0.7416449646190459,0.63450210747619
0.4556903934761914,0.5628332506190432,0.4556903934761886,0.5628332506190452,0.4556903934761897
0.05319306380952497,0.16033592095237673,0.05319306380952265,0.16033592095237906,0.05319306380952255
0.2890029734761919,0.4294791639523766,0.28900297347618903,0.42947916395237873,0.28900297347618925
0.2340083141428579,0.37448450461904337,0.23400831414285533,0.3744845046190454,0.23400831414285608
0.19568986780952502,0.3361660582857094,0.19568986780952205,0.3361660582857121,0.19568986780952247
0.14283281180952467,0.24997566895237675,0.14283281180952243,0.2499756689523789,0.14283281180952334
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,0.32599853766179915,-0.0,0.3741197540746256,-0.0
0.3102251520838303,0.6619042223151204,0.4282489560805369,0.6618652188151221,-0.0
0.8956590694763336,1.128180266119188,0.7758262753096673,0.8829691324525241,0.3352185563065247
0.9107188906428589,1.09175713378571,0.8973740918095225,1.0045169489523795,0.6132074251428564
0.8524746631428578,1.005402745952376,0.8524746631428555,0.9598553661190455,0.6141413298095221
0.9148049138095244,1.6662321511190434,0.914804913809522,1.1024747156190455,0.746471580476189
0.875278520809525,1.2649181637857096,0.8752785208095216,1.0497031372857115,0.7377785208095222
0.7319936121428583,0.9037502078690433,0.7319936121428553,0.8624497285857122,0.6794936121428562
0.5881520828095245,0.6952949399523762,0.5881520828095218,0.6952949399523786,0.5881520828095224
0.36284769914285786,0.4699905562857094,0.36284769914285586,0.46999055628571285,0.36284769914285636
0.19782747147619112,0.30497032861904355,0.19782747147618854,0.3049703286190454,0.19782747147618931
0.14743315614285896,0.2879093466190437,0.14743315614285551,0.287909346619046,0.1474331561428564
0.10410621480952462,0.24458240528570985,0.10410621480952235,0.24458240528571196,0.10410621480952253
